城市,新增,注销,净增加
白沙黎族自治县,13.0,0.0,13
白银市,120.0,19.0,101
百色市,120.0,44.0,76
益阳市,190.0,27.0,163
盐城市,948.0,201.0,747
盘锦市,126.0,38.0,88
眉山市,262.0,97.0,165
石嘴山市,37.0,10.0,27
石家庄市,2056.0,393.0,1663
石河子市,82.0,11.0,71
神农架林区,7.0,0.0,7
福州市,5475.0,1126.0,4349
秦皇岛市,371.0,107.0,264
红河哈尼族彝族自治州,151.0,37.0,114
绍兴市,859.0,238.0,621
绥化市,134.0,22.0,112
绵阳市,1039.0,270.0,769
聊城市,797.0,298.0,499
肇庆市,383.0,61.0,322
胡杨河市,25.0,0.0,25
自贡市,173.0,38.0,135
舟山市,214.0,71.0,143
芜湖市,2094.0,895.0,1199
苏州市,7612.0,1653.0,5959
茂名市,349.0,67.0,282
荆州市,463.0,64.0,399
荆门市,272.0,43.0,229
莆田市,1199.0,373.0,826
菏泽市,1406.0,456.0,950
萍乡市,293.0,376.0,-83
营口市,158.0,95.0,63
葫芦岛市,87.0,43.0,44
蚌埠市,503.0,96.0,407
衡水市,375.0,80.0,295
衡阳市,925.0,135.0,790
衢州市,328.0,85.0,243
襄阳市,1157.0,178.0,979
西双版纳傣族自治州,182.0,49.0,133
西宁市,646.0,152.0,494
西安市,14488.0,2716.0,11772
许昌市,457.0,120.0,337
贵州省贵安新区,1.0,2.0,-1
贵港市,153.0,55.0,98
贵阳市,3468.0,589.0,2879
贺州市,112.0,39.0,73
资阳市,98.0,20.0,78
赣州市,1251.0,323.0,928
赤峰市,302.0,52.0,250
辽宁省沈抚示范区,1.0,0.0,1
辽源市,35.0,12.0,23
辽阳市,53.0,21.0,32
达州市,187.0,33.0,154
运城市,862.0,183.0,679
连云港市,683.0,179.0,504
迪庆藏族自治州,34.0,3.0,31
通化市,87.0,34.0,53
通辽市,148.0,45.0,103
遂宁市,137.0,26.0,111
遵义市,718.0,113.0,605
邢台市,527.0,83.0,444
那曲市,19.0,0.0,19
邯郸市,921.0,182.0,739
邵阳市,349.0,49.0,300
郑州市,7172.0,1432.0,5740
郴州市,461.0,123.0,338
鄂尔多斯市,430.0,50.0,380
鄂州市,150.0,29.0,121
酒泉市,179.0,36.0,143
重庆市,9347.0,2231.0,7116
金华市,1754.0,568.0,1186
金昌市,49.0,16.0,33
钦州市,160.0,94.0,66
铁岭市,71.0,20.0,51
铁门关市,17.0,7.0,10
铜仁市,209.0,27.0,182
铜川市,100.0,31.0,69
铜陵市,223.0,35.0,188
银川市,1072.0,296.0,776
锡林郭勒盟,113.0,20.0,93
锦州市,166.0,43.0,123
镇江市,597.0,126.0,471
长春市,2458.0,514.0,1944
长沙市,10003.0,2025.0,7978
长治市,375.0,63.0,312
阜新市,88.0,19.0,69
阜阳市,998.0,189.0,809
防城港市,111.0,28.0,83
阳江市,181.0,30.0,151
阳泉市,451.0,58.0,393
阿克苏地区,221.0,40.0,181
阿勒泰地区,20.0,8.0,12
阿坝藏族羌族自治州,14.0,5.0,9
阿拉善盟,33.0,3.0,30
阿拉尔市,47.0,9.0,38
阿里地区,12.0,0.0,12
陇南市,112.0,12.0,100
陵水黎族自治县,269.0,75.0,194
随州市,151.0,40.0,111
雄安新区,1.0,0.0,1
雅安市,95.0,24.0,71
青岛市,4951.0,1344.0,3607
鞍山市,150.0,66.0,84
韶关市,239.0,62.0,177
马鞍山市,237.0,73.0,164
驻马店市,378.0,79.0,299
鸡西市,43.0,8.0,35
鹤壁市,227.0,52.0,175
鹤岗市,54.0,15.0,39
鹰潭市,176.0,42.0,134
黄冈市,492.0,94.0,398
黄南藏族自治州,3.0,0.0,3
黄山市,143.0,17.0,126
黄石市,355.0,78.0,277
黑河市,61.0,18.0,43
黔东南苗族侗族自治州,280.0,49.0,231
黔南布依族苗族自治州,298.0,47.0,251
黔西南布依族苗族自治州,272.0,40.0,232
齐齐哈尔市,245.0,99.0,146
龙岩市,663.0,169.0,494
三沙市,0.0,1.0,-1
江西省赣江新区直管区,0.0,1.0,-1
