城市,新增,注销,净增加
荆州市,91,2.0,89
荆门市,52,2.0,50
莆田市,603,207.0,396
菏泽市,362,17.0,345
萍乡市,482,132.0,350
营口市,146,7.0,139
葫芦岛市,82,4.0,78
蚌埠市,99,4.0,95
衡水市,51,5.0,46
衡阳市,113,18.0,95
衢州市,242,10.0,232
襄阳市,188,5.0,183
西双版纳傣族自治州,23,0.0,23
西宁市,258,11.0,247
西安市,9439,1599.0,7840
许昌市,121,1.0,120
贵港市,121,9.0,112
贵阳市,1130,26.0,1104
贺州市,82,1.0,81
资阳市,31,8.0,23
赣州市,741,28.0,713
赤峰市,45,1.0,44
辽源市,5,1.0,4
辽阳市,73,6.0,67
达州市,96,27.0,69
运城市,131,1.0,130
连云港市,503,4.0,499
迪庆藏族自治州,7,0.0,7
通化市,27,6.0,21
通辽市,44,2.0,42
遂宁市,55,13.0,42
遵义市,106,2.0,104
邢台市,88,14.0,74
那曲市,4,0.0,4
邯郸市,113,19.0,94
邵阳市,65,16.0,49
郑州市,2316,36.0,2280
郴州市,90,21.0,69
鄂尔多斯市,93,3.0,90
鄂州市,33,1.0,32
酒泉市,41,0.0,41
重庆市,6991,620.0,6371
金华市,1733,80.0,1653
金昌市,10,0.0,10
钦州市,164,1.0,163
铁岭市,65,2.0,63
铁门关市,6,0.0,6
铜仁市,46,0.0,46
铜川市,116,65.0,51
铜陵市,47,2.0,45
银川市,653,15.0,638
锡林郭勒盟,18,0.0,18
锦州市,70,2.0,68
镇江市,524,11.0,513
长春市,687,39.0,648
长沙市,2232,366.0,1866
长治市,105,2.0,103
阜新市,49,0.0,49
阜阳市,150,5.0,145
防城港市,60,1.0,59
阳江市,31,2.0,29
阳泉市,32,0.0,32
阿克苏地区,81,3.0,78
阿勒泰地区,22,0.0,22
阿坝藏族羌族自治州,13,6.0,7
阿拉善盟,5,0.0,5
阿拉尔市,18,0.0,18
阿里地区,3,0.0,3
陇南市,23,0.0,23
陵水黎族自治县,106,6.0,100
随州市,48,0.0,48
雄安新区,1,0.0,1
雅安市,40,10.0,30
青岛市,3666,193.0,3473
鞍山市,133,2.0,131
韶关市,98,8.0,90
马鞍山市,182,8.0,174
驻马店市,94,3.0,91
鸡西市,13,1.0,12
鹤壁市,73,2.0,71
鹤岗市,4,1.0,3
鹰潭市,94,4.0,90
黄冈市,81,4.0,77
黄南藏族自治州,2,0.0,2
黄山市,25,0.0,25
黄石市,70,2.0,68
黑河市,20,1.0,19
黔东南苗族侗族自治州,32,1.0,31
黔南布依族苗族自治州,54,3.0,51
黔西南布依族苗族自治州,57,9.0,48
齐齐哈尔市,29,3.0,26
龙岩市,523,156.0,367
