城市,全部企业
赣州市,242
赤峰市,98
辽源市,16
辽阳市,33
达州市,41
运城市,98
连云港市,194
迪庆藏族自治州,8
通化市,27
通辽市,67
遂宁市,50
遵义市,137
邢台市,47
邯郸市,119
邵阳市,49
郑州市,2630
郴州市,73
鄂尔多斯市,174
鄂州市,50
酒泉市,89
重庆市,3313
金华市,506
金昌市,35
钦州市,56
铁岭市,31
铁门关市,1
铜仁市,38
铜川市,28
铜陵市,39
银川市,527
锡林郭勒盟,41
锦州市,59
镇江市,243
长春市,1010
长沙市,2382
长治市,107
阜新市,25
阜阳市,143
防城港市,28
阳江市,37
阳泉市,52
阿克苏地区,54
阿勒泰地区,15
阿坝藏族羌族自治州,9
阿拉善盟,10
阿拉尔市,4
阿里地区,2
陇南市,47
陵水黎族自治县,10
随州市,60
雅安市,22
青岛市,2530
鞍山市,125
韶关市,84
马鞍山市,128
驻马店市,49
鸡西市,17
鹤壁市,46
鹤岗市,11
鹰潭市,27
黄冈市,108
黄南藏族自治州,1
黄山市,34
黄石市,80
黑河市,20
黔东南苗族侗族自治州,40
黔南布依族苗族自治州,42
黔西南布依族苗族自治州,47
齐齐哈尔市,32
龙岩市,177
