城市,全部企业
桂林市,2206
梅州市,1233
梧州市,681
楚雄彝族自治州,819
榆林市,2941
武威市,521
武汉市,49595
毕节市,1220
永州市,1057
汉中市,1273
汕头市,1779
汕尾市,701
江西省赣江新区直管区,2
江门市,2014
池州市,546
沈阳市,15127
沧州市,1483
河池市,512
河源市,1172
泉州市,10134
泰安市,4452
泰州市,2928
泸州市,1554
洛阳市,4661
济南市,32538
济宁市,6206
济源市,332
海东市,284
海北藏族自治州,46
海南省洋浦经济开发区,10
海南藏族自治州,81
海口市,40212
海西蒙古族藏族自治州,216
淄博市,4809
淮北市,957
淮南市,1069
淮安市,3521
深圳市,113491
清远市,850
温州市,10110
渭南市,1950
湖州市,3826
湘潭市,1066
湘西土家族苗族自治州,523
湛江市,2101
滁州市,1789
滨州市,3488
漯河市,1093
漳州市,4364
潍坊市,8568
潜江市,234
潮州市,686
澄迈县,2585
濮阳市,1327
烟台市,7815
焦作市,1137
牡丹江市,560
玉林市,1398
玉树藏族自治州,28
玉溪市,561
珠海市,9733
琼中黎族苗族自治县,54
琼海市,983
甘南藏族自治州,122
甘孜藏族自治州,150
白城市,267
白山市,238
白杨市,32
白沙黎族自治县,41
白银市,474
百色市,650
益阳市,852
盐城市,4314
盘锦市,564
眉山市,1029
石嘴山市,247
石家庄市,7124
石河子市,323
神农架林区,31
福州市,27622
秦皇岛市,1047
红河哈尼族彝族自治州,685
绍兴市,4342
绥化市,473
绵阳市,4257
聊城市,3512
肇庆市,1360
胡杨河市,80
自贡市,878
舟山市,1002
芜湖市,5561
苏州市,36920
茂名市,1504
荆州市,1669
荆门市,1094
莆田市,3835
菏泽市,4221
萍乡市,1558
营口市,806
葫芦岛市,453
蚌埠市,1679
衡水市,1205
衡阳市,2396
衢州市,1616
襄阳市,3516
西双版纳傣族自治州,559
西宁市,3384
西安市,64894
西藏自治区,1
许昌市,1638
贵州省贵安新区,2
贵港市,847
贵阳市,14722
贺州市,542
资阳市,501
赣州市,4876
赤峰市,1198
辽宁省沈抚示范区,2
辽源市,147
辽阳市,326
达州市,900
运城市,3389
连云港市,3001
迪庆藏族自治州,125
通化市,292
通辽市,715
遂宁市,739
遵义市,2577
邢台市,1590
那曲市,70
邯郸市,3018
邵阳市,1427
郑州市,30931
郴州市,1671
鄂尔多斯市,2114
鄂州市,682
酒泉市,802
重庆市,42195
金华市,8170
金昌市,260
钦州市,969
铁岭市,330
铁门关市,61
铜仁市,830
铜川市,405
铜陵市,665
银川市,5157
锡林郭勒盟,417
锦州市,665
镇江市,2955
长春市,10389
长沙市,36997
长治市,1646
阜新市,359
阜阳市,3379
防城港市,423
阳江市,765
阳泉市,794
阿克苏地区,902
阿勒泰地区,142
阿坝藏族羌族自治州,106
阿拉善盟,124
阿拉尔市,197
阿里地区,47
陇南市,474
陵水黎族自治县,1122
随州市,689
雄安新区,3
雅安市,416
青岛市,25229
鞍山市,901
韶关市,1065
马鞍山市,1249
驻马店市,1388
鸡西市,235
鹤壁市,882
鹤岗市,145
鹰潭市,575
黄冈市,1914
黄南藏族自治州,21
黄山市,559
黄石市,1247
黑河市,242
黔东南苗族侗族自治州,967
黔南布依族苗族自治州,1092
黔西南布依族苗族自治州,1059
齐齐哈尔市,537
龙岩市,3020
