城市,全部企业
日喀则市,11
日照市,574
昆明市,2523
昌吉回族自治州,116
昌江黎族自治县,11
昌都市,12
昭通市,90
晋中市,222
晋城市,234
普洱市,53
景德镇市,96
曲靖市,169
朔州市,95
朝阳市,134
本溪市,70
来宾市,70
杭州市,11618
松原市,105
林芝市,19
枣庄市,478
柳州市,603
株洲市,387
桂林市,460
梅州市,224
梧州市,105
楚雄彝族自治州,104
榆林市,566
武威市,129
武汉市,7804
毕节市,112
永州市,145
汉中市,190
汕头市,407
汕尾市,81
江门市,372
池州市,78
沈阳市,2989
沧州市,213
河池市,86
河源市,243
泉州市,1924
泰安市,731
泰州市,482
泸州市,247
洛阳市,760
济南市,6626
济宁市,1105
济源市,56
海东市,47
海北藏族自治州,11
海南省洋浦经济开发区,2
海南藏族自治州,13
海口市,2924
海西蒙古族藏族自治州,43
淄博市,930
淮北市,127
淮南市,162
淮安市,433
深圳市,22125
清远市,117
温州市,1912
渭南市,210
湖州市,635
湘潭市,170
湘西土家族苗族自治州,65
湛江市,385
滁州市,246
滨州市,573
漯河市,142
漳州市,1018
潍坊市,1311
潜江市,23
潮州市,88
澄迈县,324
濮阳市,134
烟台市,1487
焦作市,158
牡丹江市,110
玉林市,218
玉树藏族自治州,4
玉溪市,64
珠海市,3055
琼中黎族苗族自治县,5
琼海市,52
甘南藏族自治州,18
甘孜藏族自治州,27
白城市,43
白山市,66
白沙黎族自治县,1
白银市,97
百色市,107
益阳市,153
盐城市,628
盘锦市,124
眉山市,152
石嘴山市,62
石家庄市,1274
石河子市,55
神农架林区,8
福州市,7355
秦皇岛市,164
红河哈尼族彝族自治州,118
绍兴市,740
绥化市,60
绵阳市,939
聊城市,605
肇庆市,253
胡杨河市,4
自贡市,181
舟山市,179
芜湖市,459
苏州市,6078
茂名市,235
荆州市,216
荆门市,143
莆田市,600
菏泽市,487
萍乡市,176
营口市,149
葫芦岛市,91
蚌埠市,234
衡水市,169
衡阳市,226
衢州市,252
襄阳市,480
西双版纳傣族自治州,61
西宁市,756
西安市,11503
西藏自治区,1
许昌市,223
贵州省贵安新区,1
贵港市,166
贵阳市,2568
贺州市,72
资阳市,73
赣州市,699
赤峰市,197
辽宁省沈抚示范区,1
辽源市,35
辽阳市,71
达州市,145
运城市,244
连云港市,366
迪庆藏族自治州,17
通化市,77
通辽市,146
遂宁市,141
遵义市,277
邢台市,140
那曲市,11
邯郸市,273
邵阳市,165
郑州市,5667
郴州市,194
鄂尔多斯市,382
鄂州市,95
酒泉市,161
重庆市,7478
金华市,1314
金昌市,66
钦州市,132
铁岭市,55
铁门关市,6
铜仁市,116
铜川市,75
铜陵市,90
银川市,1135
锡林郭勒盟,79
锦州市,132
镇江市,496
长春市,2232
长沙市,5676
长治市,264
阜新市,71
阜阳市,410
防城港市,55
阳江市,88
阳泉市,102
阿克苏地区,139
阿勒泰地区,27
阿坝藏族羌族自治州,29
阿拉善盟,26
阿拉尔市,14
阿里地区,4
陇南市,84
陵水黎族自治县,58
随州市,121
雅安市,55
青岛市,5476
鞍山市,226
韶关市,212
马鞍山市,232
驻马店市,144
鸡西市,36
鹤壁市,130
鹤岗市,29
鹰潭市,83
黄冈市,285
黄南藏族自治州,5
黄山市,76
黄石市,197
黑河市,51
黔东南苗族侗族自治州,108
黔南布依族苗族自治州,132
黔西南布依族苗族自治州,123
齐齐哈尔市,69
龙岩市,577
